title,control_title,Mod,priority,Recommendation Steps/Approach,Status,COST
Auto Scaling,Auto Scaling groups should not have any suspended processes,Compliance, p3
Auto Scaling,Ensure EC2 Auto Scaling Groups Propagate Tags to EC2 Instances that it launches,Compliance, p3
Auto Scaling,EC2 Auto Scaling groups should use EC2 launch templates,Compliance, p3
Auto Scaling,Auto Scaling groups with a load balancer should use health checks,Compliance, p1
Auto Scaling,EC2 auto scaling group launch configurations should not have metadata response hop limit greater than 1,Compliance, p3
Auto Scaling,Auto Scaling launch config public IP should be disabled,Compliance, p1
Auto Scaling,Auto Scaling group should configure EC2 instances to require Instance Metadata Service Version 2 (IMDSv2),Compliance, p1
Auto Scaling,EC2 auto scaling groups should use multiple instance types in multiple availability zones,Compliance, p3
Auto Scaling,EC2 auto scaling group launch configurations user data should not have any sensitive data,Compliance, p3
Auto Scaling,EC2 auto scaling groups should cover multiple availability zones,Compliance, p3
Auto Scaling,Auto Scaling groups should not have any suspended processes,Compliance, p3
Auto Scaling,Ensure EC2 Auto Scaling Groups Propagate Tags to EC2 Instances that it launches,Compliance, p3
Auto Scaling,EC2 Auto Scaling groups should use EC2 launch templates,Compliance, p3
Auto Scaling,Auto Scaling groups with a load balancer should use health checks,Compliance, p1
Auto Scaling,EC2 auto scaling group launch configurations should not have metadata response hop limit greater than 1,Compliance, p3
Auto Scaling,Auto Scaling launch config public IP should be disabled,Compliance, p1
Auto Scaling,Auto Scaling group should configure EC2 instances to require Instance Metadata Service Version 2 (IMDSv2),Compliance, p1
Auto Scaling,EC2 auto scaling groups should use multiple instance types in multiple availability zones,Compliance, p3
Backup,Backup plan min frequency and min retention check,Compliance, p3
Backup,Backup plan should exist in a region,Compliance, p3
Backup,Backup recovery points should be encrypted,Compliance, p1
Backup,Backup recovery points manual deletion should be disabled,Compliance, p2
Backup,Backup recovery points should not expire before retention period,Compliance, p1
Backup,Backup report plan should exist in a region where backup plan is enabled,Compliance, p2
Backup,Backup vaults should exist in a region,Compliance, p3
CloudFormation,CloudFormation stacks differ from the expected configuration,Compliance, p3
CloudFormation,CloudFormation stacks should have notifications enabled,Compliance, p2
CloudFormation,CloudFormation stacks outputs should not have any secrets,Compliance, p1
CloudFormation,CloudFormation stacks should have rollback enabled,Compliance, p2
CloudFormation,Cloudformation stacks termination protection should be enabled,Compliance, p2
CloudFront,CloudFront distributions should have origin failover configured,Compliance, p1
CloudFront,CloudFront distributions should encrypt traffic to custom origins,Compliance, p1
CloudFront,CloudFront distributions should have a default root object configured,Compliance, p3
CloudFront,CloudFront distributions should require encryption in transit,Compliance, p3
CloudFront,CloudFront distributions should have field level encryption enabled,Compliance, p2
CloudFront,CloudFront distributions should have geo restriction enabled,Compliance, p2
CloudFront,CloudFront distributions should have latest TLS version,Compliance, p1
CloudFront,CloudFront distributions access logs should be enabled,Compliance, p1
CloudFront,CloudFront distributions should not use deprecated SSL protocols between edge locations and custom origins,Compliance, p1
CloudFront,CloudFront distributions should not point to non-existent S3 origins,Compliance, p3
CloudFront,CloudFront distributions should encrypt traffic to non S3 origins,Compliance, p3
CloudFront,CloudFront distributions should have origin access identity enabled,Compliance, p2
CloudFront,CloudFront distributions should use SNI to serve HTTPS requests,Compliance, p2
CloudFront,CloudFront distributions should use custom SSL/TLS certificates,Compliance, p2
CloudFront,CloudFront distributions should use secure SSL cipher,Compliance, p1
CloudFront,CloudFront distributions should have AWS WAF enabled,Compliance, p1
CloudTrail,Ensure the S3 bucket CloudTrail logs to is not publicly accessible,Compliance, p1
CloudTrail,CloudTrail trails should be enabled in all regions,Compliance, p2
CloudTrail,At least one multi-region AWS CloudTrail should be present in an account,Compliance, p1
CloudTrail,CloudTrail multi region trails should be integrated with CloudWatch logs,Compliance, p3
CloudTrail,All S3 buckets should log S3 data events in CloudTrail,Compliance, p1
CloudTrail,Ensure S3 bucket access logging is enabled on the CloudTrail S3 bucket,Compliance, p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,Compliance, p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,Compliance, p1
CloudTrail,At least one trail should be enabled with security best practices,Compliance, p1
CloudTrail,CloudTrail trail S3 buckets MFA delete should be enabled,Compliance, p2
CloudTrail,At least one enabled trail should be present in a region,Compliance, p1
CloudTrail,At least one CloudTrail trail should be enabled in the AWS account,Compliance, p2
CloudTrail,CloudTrail trails should have insight selectors and logging enabled,Compliance, p2
CloudTrail,CloudTrail trails should be integrated with CloudWatch logs,Compliance, p1
CloudTrail,CloudTrail trail logs should be encrypted with KMS CMK,Compliance, p1
CloudTrail,CloudTrail trail log file validation should be enabled,Compliance, p1
CloudWatch,CloudWatch alarm should have an action configured,Compliance, p1
CloudWatch,CloudWatch alarm action should be enabled,Compliance, p2
CloudWatch,CloudWatch should not allow cross-account sharing,Compliance, p1
CloudWatch,Log group retention period should be at least 365 days,Compliance, p1
CloudWatch,Log group encryption at rest should be enabled,Compliance, p1
CloudWatch,Ensure a log metric filter and alarm exist for S3 bucket policy changes,Compliance, p3
CloudWatch,Ensure a log metric filter and alarm exist for CloudTrail configuration changes,Compliance, p3
CloudWatch,Ensure a log metric filter and alarm exist for AWS Config configuration changes,Compliance, p3
CloudWatch,Ensure a log metric filter and alarm exist for AWS Management Console authentication failures,Compliance, p3
CloudWatch,Ensure a log metric filter and alarm exist for AWS Management Console sign-in without MFA,Compliance, p1
CloudWatch,Ensure a log metric filter and alarm exist for disabling or scheduled deletion of customer managed keys,Compliance, p3
CloudWatch,Ensure a log metric filter and alarm exist for IAM policy changes,Compliance, p3
CloudWatch,Ensure a log metric filter and alarm exist for changes to Network Access Control Lists (NACL),Compliance, p3
CloudWatch,Ensure a log metric filter and alarm exist for changes to network gateways,Compliance, p3
CloudWatch,Ensure AWS Organizations changes are monitored,Compliance, p3
CloudWatch,Ensure a log metric filter and alarm exist for usage of 'root' account,Compliance, p3
CloudWatch,Ensure a log metric filter and alarm exist for route table changes,Compliance, p3
CloudWatch,Ensure a log metric filter and alarm exist for security group changes,Compliance, p2
CloudWatch,Ensure a log metric filter and alarm exist for unauthorized API calls,Compliance, p1
CloudWatch,Ensure a log metric filter and alarm exist for VPC changes,Compliance, p3
CodeBuild,CodeBuild project artifact encryption should be enabled,Compliance, p1
CodeBuild,CodeBuild projects should not be unused for 90 days or greater,Compliance, p1
CodeBuild,CodeBuild project environments should not have privileged mode enabled,Compliance, p2
CodeBuild,CodeBuild projects should have logging enabled,Compliance, p2
CodeBuild,CodeBuild project plaintext environment variables should not contain sensitive AWS values,Compliance, p1
CodeBuild,CodeBuild project S3 logs should be encrypted,Compliance, p1
CodeBuild,CodeBuild GitHub or Bitbucket source repository URLs should use OAuth,Compliance, p3
CodeBuild,CodeBuild projects should not use an user controlled buildspec,Compliance, p1
CodeDeploy,Codedeploy deployment groups lambda allatonce traffic shift should be disabled,Compliance, p3
Config,Config configuration recorder should not fail to deliver logs,Compliance, p3
Config,AWS Config should be enabled,Compliance, p1
DAX,DynamoDB Accelerator (DAX) clusters should be encrypted at rest,Compliance, p1
DAX,Directory Service,Compliance, p3
DAX,Directory Service certificates should not expire within 90 days,Compliance, p1
DAX,Directory Service directories manual snapshots limit should not be less than 2,Compliance, p3
DAX,Directory Service directories should have SNS notification enabled,Compliance, p2
DLM,DLM EBS snapshot lifecycle policy should be enabled,Compliance, p2
DMS,Ensure that all the expired DMS certificates are removed,Compliance, p3
DMS,DMS endpoints should use SSL,Compliance, p1
DMS,DMS replication instances should have automatic minor version upgrade enabled,Compliance, p2
DMS,DMS replication instances should not be publicly accessible,Compliance, p1
DMS,DMS replication tasks for the source database should have logging enabled,Compliance, p1
DMS,DMS replication tasks for the target database should have logging enabled,Compliance, p1
DocumentDB,AWS DocumentDB clusters should have an adequate backup retention period,Compliance,P2
DocumentDB,DocumentDB clusters should have deletion protection enabled,Compliance, p2
DocumentDB,AWS DocumentDB clusters should be encrypted at rest,Compliance, p1
DocumentDB,DocumentDB instance should be encrypted at rest,Compliance, p3
DocumentDB,DocumentDB instance logging should be enabled,Compliance, p1
DocumentDB,Amazon DocumentDB manual cluster snapshots should not be public,Compliance, p1
DRS,DRS jobs should be enabled,Compliance, p2
DynamoDB,DynamoDB table auto scaling should be enabled,Compliance, p2
DynamoDB,DynamoDB table should have deletion protection enabled,Compliance, p2
DynamoDB,DynamoDB table should be encrypted with AWS KMS,Compliance, p1
DynamoDB,DynamoDB table should have encryption enabled,Compliance, p1
DynamoDB,DynamoDB tables should be in a backup plan,Compliance, p3
DynamoDB,DynamoDB table point-in-time recovery should be enabled,Compliance, p1
DynamoDB,DynamoDB table should be protected by backup plan,Compliance, p3
EBS,Attached EBS volumes should have delete on termination enabled,Compliance, p2
EBS,Attached EBS volumes should have encryption enabled,Compliance, p1
EBS,EBS snapshots should be encrypted,Compliance, p1
EBS,EBS snapshots should not be publicly restorable,Compliance, p1
EBS,EBS volume encryption at rest should be enabled,Compliance, p1
EBS,EBS volumes should be in a backup plan,Compliance, p3
EBS,EBS volumes should be protected by a backup plan,Compliance, p3
EBS,EBS volume snapshots should exist,Compliance, p3
EBS,EBS volumes should be attached to EC2 instances,Compliance, p1
EC2,Ensure Images (AMI's) are encrypted,Compliance,P1,Ensure EFS file system encryption at rest is enabled. Steps: 1. Review EFS settings. 2. Enable encryption at rest if not already enabled. # REF:EFS Encryption :https://docs.aws.amazon.com/efs/latest/ug/encryption.html
EC2,Ensure Images (AMI) are not older than 90 days,Compliance,P1,Ensure Elasticsearch domain encryption at rest is enabled. Steps: 1. Review ES domain settings. 2. Enable encryption for the ES domain if not enabled. # REF:ES Encryption :https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-acl.html
EC2,EC2 AMIs should restrict public access,Compliance,P1,Ensure OpenSearch domains have encryption at rest enabled. Steps: 1. Review OpenSearch domain settings. 2. Enable encryption at rest for the domains. # REF:OpenSearch Encryption :https://docs.aws.amazon.com/opensearch-service/latest/developerguide/encryption-at-rest.html
EC2,EC2 Client VPN endpoints should have client connection logging enabled,Compliance,P1,Ensure RDS DB instance encryption at rest is enabled. Steps: 1. Check RDS instance settings. 2. Enable encryption for any unencrypted instances. # REF:RDS Encryption :https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html
EC2,EBS default encryption should be enabled,Compliance,P1,Ensure RDS DB snapshots are encrypted at rest. Steps: 1. Review snapshot settings. 2. Enable encryption for all snapshots. # REF:RDS Snapshots :https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination,Compliance,P1,Ensure CloudTrail trail logs are encrypted with KMS CMK. Steps: 1. Review CloudTrail settings. 2. Enable KMS encryption for all trails. # REF:CloudTrail Encryption :https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-key-management.html
EC2,EC2 instance detailed monitoring should be enabled,Compliance,P1,Ensure DynamoDB tables have encryption enabled. Steps: 1. Review DynamoDB table settings. 2. Enable encryption for tables if not enabled. # REF:DynamoDB Encryption :https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/Encryption.html
EC2,EC2 instance should have EBS optimization enabled,Compliance,P1,Ensure EBS default encryption is enabled. Steps: 1. Review EBS settings. 2. Enable default encryption for new volumes. # REF:EBS Encryption :https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/EBSEncryption.html
EC2,EC2 instances should have IAM profile attached,Compliance,P1,Ensure EKS clusters are configured to have Kubernetes secrets encrypted using KMS. Steps: 1. Check EKS settings. 2. Enable KMS encryption for secrets. # REF:EKS Secrets Encryption :https://docs.aws.amazon.com/eks/latest/userguide/secrets-encryption.html
EC2,EC2 instances should be in a VPC,Compliance,P1,Ensure Glue dev endpoints CloudWatch logs encryption is enabled. Steps: 1. Review Glue dev endpoint settings. 2. Enable CloudWatch logs encryption if not already enabled. # REF:Glue Logging :https://docs.aws.amazon.com/glue/latest/dg/monitoring-glue.html
EC2,EC2 instances should not use key pairs in running state,Compliance,P2,Ensure Glue dev endpoints job bookmark encryption is enabled. Steps: 1. Review job bookmark settings. 2. Enable encryption for job bookmarks if not already enabled. # REF:Glue Job Bookmarks :https://docs.aws.amazon.com/glue/latest/dg/monitoring-glue.html#glue-monitoring-bookmarks
EC2,EC2 instances high level findings should not be there in inspector scans,Compliance,P1,Ensure Glue dev endpoints S3 encryption is enabled. Steps: 1. Review S3 bucket settings for Glue. 2. Enable encryption for Glue S3 buckets. # REF:Glue S3 Encryption :https://docs.aws.amazon.com/glue/latest/dg/security-encryption.html
EC2,EC2 instance IAM should not allow pass role and lambda invoke function access.,Compliance,P1,Ensure Glue jobs S3 encryption is enabled. Steps: 1. Review Glue job S3 settings. 2. Enable S3 bucket encryption if not already enabled. # REF:Glue S3 Encryption :https://docs.aws.amazon.com/sagemaker/latest/dg/security-iam.html
EC2,EC2 instance IAM role should not be attached with credentials exposure access,Compliance,P1,Ensure Glue jobs bookmarks encryption is enabled. Steps: 1. Review job bookmarks settings. 2. Enable encryption for job bookmarks. # REF:Glue Job Bookmarks :https://docs.aws.amazon.com/sagemaker/latest/dg/security-encryption.html
EC2,EC2 instance IAM role should not allow to alter critical s3 permissions configuration,Compliance,P1,Ensure Glue jobs CloudWatch logs encryption is enabled. Steps: 1. Review Glue job settings. 2. Enable CloudWatch logs encryption if not enabled. # REF:Glue Logging :https://docs.aws.amazon.com/sagemaker/latest/dg/security-encryption.html
EC2,EC2 instance IAM role should not allow cloud log tampering access,Compliance,P1,Ensure SageMaker notebook instances are encrypted using CMK. Steps: 1. Review SageMaker notebook settings. 2. Enable CMK encryption if not enabled. # REF:SageMaker Encryption :https://docs.aws.amazon.com/redshift/latest/mgmt/patterns-audit-logging.html
EC2,EC2 instance IAM role should not allow data destruction access,Compliance,P1,Ensure SageMaker training jobs are enabled with inter-container traffic encryption. Steps: 1. Review training job settings. 2. Enable inter-container traffic encryption if not enabled. # REF:SageMaker Training Encryption :https://docs.aws.amazon.com/redshift/latest/mgmt/security-iam.html
EC2,EC2 instance IAM role should not allow database management write access,Compliance,P1,Ensure SageMaker training jobs volumes and outputs have KMS encryption enabled. Steps: 1. Review training job volume settings. 2. Enable KMS encryption if not already enabled. # REF:SageMaker Training Volumes :https://docs.aws.amazon.com/AmazonS3/latest/userguide/default-encryption.html
EC2,EC2 instance IAM role should not allow defense evasion impact of AWS security services access,Compliance,P1,Ensure AWS Redshift audit logging is enabled. Steps: 1. Review Redshift settings. 2. Enable audit logging if not already enabled. # REF:Redshift Audit Logging :https://docs.aws.amazon.com/redshift/latest/mgmt/patterns-audit-logging.html
EC2,EC2 instance IAM role should not allow destruction KMS access,Compliance,P1,Ensure AWS Redshift clusters are encrypted with KMS. Steps: 1. Review Redshift cluster settings. 2. Enable KMS encryption if not already enabled. # REF:Redshift KMS Encryption :https://docs.aws.amazon.com/redshift/latest/mgmt/security-iam.html
EC2,EC2 instance IAM role should not allow destruction RDS access,Compliance,P1,Ensure S3 bucket default encryption is enabled. Steps: 1. Review S3 bucket settings. 2. Enable default encryption for S3 buckets if not enabled. # REF:S3 Default Encryption :https://docs.aws.amazon.com/AmazonS3/latest/userguide/default-encryption.html
EC2,EC2 instance IAM role should not allow elastic IP hijacking access.,Compliance,P1,Ensure SageMaker endpoint configuration encryption is enabled. Steps: 1. Review endpoint configuration settings. 2. Enable encryption if not already enabled. # REF:SageMaker Endpoint Encryption :https://docs.aws.amazon.com/sagemaker/latest/dg/security-iam.html
EC2,EC2 instance IAM role should not allow management level access,Compliance,P1,Ensure SageMaker notebook instances encryption is enabled. Steps: 1. Review notebook instance settings. 2. Enable encryption if not already enabled. # REF:SageMaker Notebook Encryption :https://docs.aws.amazon.com/sagemaker/latest/dg/security-notebook.html
EC2,EC2 instance IAM role should not allow new group creation with attached policy access,Compliance,P1,Ensure SageMaker notebook instances are encrypted using CMK. Steps: 1. Review notebook settings. 2. Enable CMK encryption if not enabled. # REF:SageMaker CMK Encryption :https://docs.aws.amazon.com/sagemaker/latest/dg/security-iam.html
EC2,EC2 instance IAM role should not allow new role creation with attached policy access,Compliance,P1,Ensure SNS topics are encrypted at rest. Steps: 1. Review SNS topic settings. 2. Enable encryption at rest if not already enabled. # REF:SNS Encryption :https://docs.aws.amazon.com/sns/latest/dg/sns-server-side-encryption.html
EC2,EC2 instance IAM role should not allow new user creation with attached policy access,Compliance,P1,Ensure S3 bucket versioning is enabled. Steps: 1. Review S3 bucket settings. 2. Enable versioning if not already enabled. # REF:S3 Versioning :https://docs.aws.amazon.com/AmazonS3/latest/userguide/Versioning.html
EC2,EC2 instance IAM role should not allow oraganization write access,Compliance,P1,"Ensure the AWS account is part of AWS Organizations. Steps: 1. Check account settings. 2. If not part of Organizations, create an organization and add the account. # REF:AWS Organizations :https://docs.aws.amazon.com/organizations/latest/userguide/orgs_getting-started.html"
EC2,EC2 instance IAM role should not allow privilege escalation risk access,Compliance,P1,Ensure ACM certificates do not expire within 30 days. Steps: 1. Review ACM certificates. 2. Renew any certificates expiring within 30 days. # REF:ACM Certificate Management :https://docs.aws.amazon.com/acm/latest/userguide/what-is-acm.html
EC2,EC2 instance IAM role should not allow security group write access,Compliance,P1,Ensure ELB classic load balancers use SSL certificates. Steps: 1. Review ELB settings. 2. Associate SSL certificates if not already done. # REF:ELB SSL Configuration :https://docs.aws.amazon.com/elasticloadbalancing/latest/userguide/elb-ssl-setup.html
EC2,EC2 instance IAM role should not allow write access to resource based policies,Compliance,P1,Ensure ELB application and network load balancers only use SSL or HTTPS listeners. Steps: 1. Review listener settings. 2. Ensure only SSL/HTTPS listeners are configured. # REF:Load Balancer Listeners :https://docs.aws.amazon.com/elasticloadbalancing/latest/userguide/load-balancer-listeners.html
EC2,EC2 instance IAM role should not allow write permission on critical s3 configuration,Compliance,P1,Ensure ELB application load balancers drop HTTP headers. Steps: 1. Review HTTP header settings. 2. Configure the load balancer to drop unnecessary headers. # REF:ALB HTTP Headers :https://docs.aws.amazon.com/elasticloadbalancing/latest/application/load-balancer-request-headers.html
EC2,EC2 instance IAM role should not allow write level access,Compliance,P1,Ensure ELB application load balancers redirect HTTP requests to HTTPS. Steps: 1. Review listener settings. 2. Configure redirection rules for HTTP to HTTPS. # REF:Redirect HTTP to HTTPS :https://docs.aws.amazon.com/elasticloadbalancing/latest/application/load-balancer-listeners.html#listener-redirect
EC2,EC2 instances should not be attached to 'launch wizard' security groups,Compliance,P2,Ensure Elasticsearch domain node-to-node encryption is enabled. Steps: 1. Review Elasticsearch settings. 2. Enable node-to-node encryption if not already enabled. # REF:Elasticsearch Node-to-Node Encryption :https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/encryption-at-rest.html
EC2,Ensure no AWS EC2 Instances are older than 180 days,Compliance,P1,Ensure API Gateway stages use SSL certificates. Steps: 1. Review API Gateway settings. 2. Configure stages to use SSL certificates if not already set. # REF:API Gateway SSL :https://docs.aws.amazon.com/apigateway/latest/developerguide/how-to-custom-domains.html
EC2,EC2 instances should not have a public IP address,Compliance,P1,Ensure OpenSearch domains node-to-node encryption is enabled. Steps: 1. Review OpenSearch domain settings. 2. Enable node-to-node encryption if not already enabled. # REF:OpenSearch Node-to-Node Encryption :https://docs.aws.amazon.com/opensearch-service/latest/developerguide/encryption-at-rest.html
EC2,EC2 instances should not use multiple ENIs,Compliance,P1,Ensure OpenSearch domains use HTTPS. Steps: 1. Review domain endpoint settings. 2. Configure to use HTTPS if not already set. # REF:OpenSearch HTTPS Configuration :https://docs.aws.amazon.com/opensearch-service/latest/developerguide/https.html
EC2,EC2 instances should be protected by backup plan,Compliance,P1,Ensure CloudFront distributions encrypt traffic to custom origins. Steps: 1. Review CloudFront settings. 2. Enable encryption for custom origins if not already done. # REF:CloudFront Security :https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/security-policy.html
EC2,Public EC2 instances should have IAM profile attached,Compliance,P1,Ensure CloudFront distributions do not use deprecated SSL protocols between edge locations and custom origins. Steps: 1. Review SSL settings. 2. Update settings to use secure protocols. # REF:CloudFront SSL Protocols :https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/security-policy.html
EC2,AWS EC2 instances should have termination protection enabled,Compliance,P2,Ensure ELB listeners use secure SSL ciphers. Steps: 1. Review listener SSL settings. 2. Configure to use secure SSL ciphers. # REF:ELB SSL Ciphers :https://docs.aws.amazon.com/elasticloadbalancing/latest/application/load-balancer-listeners.html#listener-ssl-ciphers
EC2,EC2 instances user data should not have secrets,Compliance,P1,Ensure S3 buckets enforce SSL. Steps: 1. Review S3 bucket policies. 2. Configure bucket policies to require SSL requests. # REF:S3 SSL Enforcement :https://docs.aws.amazon.com/AmazonS3/latest/userguide/UsingHTTPS.html
EC2,EC2 instances should use IMDSv2,Compliance,P1,Ensure Redshift cluster encryption in transit is enabled. Steps: 1. Review Redshift cluster settings. 2. Enable SSL connections for data in transit. # REF:Redshift Encryption :https://docs.aws.amazon.com/redshift/latest/mgmt/security-iam.html
EC2,Paravirtual EC2 instance types should not be used,Compliance,P1,Ensure ELB classic load balancers only use SSL or HTTPS listeners. Steps: 1. Review listener settings. 2. Configure only SSL/HTTPS listeners. # REF:ELB SSL Configuration :https://docs.aws.amazon.com/elasticloadbalancing/latest/userguide/elb-ssl-setup.html
EC2,AWS EC2 launch templates should not assign public IPs to network interfaces,Compliance,P2,Ensure VPC flow logs are enabled. Steps: 1. Review VPC settings. 2. Enable flow logs for all VPCs. # REF:VPC Flow Logs :https://docs.aws.amazon.com/vpc/latest/userguide/flow-logs.html
EC2,Ensure unused ENIs are removed,Compliance,P2,Ensure a support role has been created to manage incidents with AWS Support. Steps: 1. Check IAM roles. 2. Create a support role if not present. # REF:AWS Support Role :https://docs.aws.amazon.com/general/latest/gr/aws_support_roles.html
EC2,EC2 stopped instances should be removed in 30 days,Compliance,P1,Ensure ECR repositories have image scan on push enabled. Steps: 1. Review ECR repository settings. 2. Enable image scanning on push if not already enabled. # REF:ECR Image Scanning :https://docs.aws.amazon.com/AmazonECR/latest/userguide/image-scanning.html
EC2,Ensure instances stopped for over 90 days are removed,Compliance,P1,Ensure that EC2 instances that have been stopped for over 90 days are deleted. Steps: 1. Review stopped instances. 2. Automate deletion of instances older than 90 days. Instance Management :https://aws.amazon.com/premiumsupport/knowledge-center/stop-instances-90-days/
EC2,EC2 transit gateways should have auto accept shared attachments disabled,Compliance,P2,Ensure that EC2 transit gateways have auto-accept shared attachments disabled for security. Steps: 1. Review transit gateway settings. 2. Disable auto-accept if enabled. Transit Gateway :https://docs.aws.amazon.com/vpc/latest/userguide/vpc-transit-gateway.html#tg-auto-accept
ECR,ECR repositories should have image scan on push enabled,Compliance, p1
ECR,ECR repositories should have lifecycle policies configured,Compliance, p1
ECR,ECR repositories should prohibit public access,Compliance, p1
ECR,ECR private repositories should have tag immutability configured,Compliance, p1
ECS,ECS clusters should have container insights enabled,Compliance, p1
ECS,ECS cluster container instances should have connected agent,Compliance, p3
ECS,ECS clusters encryption at rest should be enabled,Compliance, p2
ECS,ECS cluster instances should be in a VPC,Compliance, p3
ECS,ECS cluster should be configured with active services,Compliance, p3
ECS,At least one instance should be registered with ECS cluster,Compliance, p3
ECS,ECS fargate services should run on the latest fargate platform version,Compliance, p1
ECS,ECS services should be attached to a load balancer,Compliance, p3
ECS,AWS ECS services should not have public IP addresses assigned to them automatically,Compliance, p3
ECS,ECS task definition containers should not have secrets passed as environment variables,Compliance, p3
ECS,ECS containers should run as non-privileged,Compliance, p1
ECS,ECS containers should be limited to read-only access to root filesystems,Compliance, p1
ECS,ECS task definitions should have logging enabled,Compliance, p2
ECS,ECS task definitions should not share the host's process namespace,Compliance, p3
ECS,ECS task definitions should not use root user.,Compliance, p1
ECS,ECS task definition container definitions should be checked for host mode,Compliance, p1
EFS,EFS access points should enforce a root directory,Compliance, p3
EFS,EFS access points should enforce a user identity,Compliance, p3
EFS,EFS file system encryption at rest should be enabled,Compliance, p1
EFS,EFS file systems should be encrypted with CMK,Compliance, p3
EFS,EFS file systems should enforce SSL,Compliance, p1
EFS,EFS file systems should be in a backup plan,Compliance, p1
EFS,EFS file systems should be protected by backup plan,Compliance, p3
EFS,EFS file systems should restrict public access,Compliance, p1
EKS,EKS clusters should have control plane audit logging enabled,Compliance,p2,"""Go to the EKS Console, select the EKS cluster for which you want to enable the loggings. Under the Logging section, click Edit, Select API, Audit, and Authenticator logs and Save changes. Logs will be ingested to CloudWatch. Use CloudWatch Logs Insights to query and analyze logs."
"Reference: https://docs.aws.amazon.com/eks/latest/userguide/control-plane-logs.html"""
EKS,EKS clusters endpoint public access should be restricted,Compliance, p1 ,"To restrict public access to your Amazon EKS cluster endpoint, open the Amazon EKS Console (https://console.aws.amazon.com/eks/home)and select the cluster you want to modify. Under the Networking settings, click Edit in the Endpoint Access section. Disable Public Access or restrict it by specifying allowed IP ranges. Then, enable Private Access to ensure the cluster can only be accessed from within your VPC. Once you've made the changes, click Save to apply the updated settings."
EKS,EKS clusters endpoint should restrict public access,Compliance, p1 ,"""It is recommended to restrict public access to your Amazon EKS cluster endpoint. To implement this, go to the Amazon EKS Console and select your cluster. Under the Networking section, click Edit in the Endpoint Access settings. Disable Public Access or restrict it to specific IP ranges, and enable Private Access to limit access to within your VPC. For more details, refer to the official documentation: Amazon EKS cluster endpoint access control."
Desc:
Steps:
"Ref URL:"""
